C14orf149,ZDHHC7,RAB34,HAS3,CACNA1D,FAM43A.1,NKX2-1.1,ADAMTS20,MIR155HG,TRIB2,NFYC,SSBP3,TMEM175,EN2,SPATA3,GAL3ST3.1,SOX9,SPIB,C15orf56;PAK6,C21orf56.1,CPXM2,WNT2,WRB,OR5L1,IRF4,C21orf56,DEFB123,KLHL21,DLX6;DLX6AS,ANPEP,BTN1A1,CHAT;SLC18A3,GYPC,AMN,MMP23A;MMP23B,AHSP,GNAL,RUNX3,GAD2,TBX2,CHP2,PDGFA,PTN,SERP2,BARHL2,HMCN1,SLC2A11,TMEM200B,NTN4,H19,ZNF334,CNR1,SMPD3,PCDHA1;PCDHA10;PCDHA11;PCDHA12;PCDHA13;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA7;PCDHA8;PCDHA9;PCDHAC1,SHANK2,ZNF518B,C1orf94;CSMD2,CSMD3,FBXO17,OR4D5,KATNAL2,C7orf50,TNIP3,CSDAP1,FBXO47.1,MEIS3,ESR1,IGSF9B,SALL1,VIP,LOC255167,SHOX2,OR6T1,BTBD3,CACNG3,HCCA2,DDX25;PUS3,NPSR1,COL20A1,NR6A1,FABP1,TRPC1,RNF220,C11orf91,PCDHGA1;PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7;PCDHGC3,CDKL2,FCRL1,A2BP1,CAST,ZNF454,A2BP1.3,AMH,PARP14,MED25,CRIP3,GP1BB;SEPT5,CCNA1.1,HAS3.1,C14orf169;HEATR4,PKP1
0.0264284982787658,0.128147374302503,0.008144109843843943,0.5123487960878614,0.08787010471010273,0.4830234353117459,0.40828887260200475,0.2982586488546647,0.010553086316219144,0.5248047593304224,0.5750196486747599,0.2879152394239182,0.16006826122153717,0.4054741926049814,0.04623994209349569,0.3326840645503489,0.478021292050637,0.17602606385006003,0.6012876150864046,0.45780241101977326,0.984736841795892,0.08384498769637573,0.6772116471927447,0.7731146532985276,0.48599782828455795,0.4800996065247793,0.8218567845288043,0.36346761289577717,0.06333992478663163,0.5156871874232469,0.29041168017039876,0.4556131333096628,0.4194284536210921,0.09663881054729723,0.3579031073764828,0.8910833939561111,0.25512335509639555,0.5763982030363253,0.4143676777976817,0.7574513833374671,0.984153423798206,0.3753206649972955,0.3392611472485743,0.03395935268933416,0.34108612827280477,0.9826126186935022,0.10655602248549499,0.2474274978973029,0.10792450729665429,0.8840383388108054,0.014691392667042565,0.024560505186284203,0.2759204515402822,0.31218266794190647,0.5995766930685539,0.3049866595839609,0.2377134795561308,0.2073510342581413,0.040479246004793405,0.9807121247929279,0.08047321725286154,0.8182746103615884,0.5243439215537158,0.06674635730253028,0.3399091573163707,0.33358553239705324,0.09669067123501345,0.9647945597393269,0.16425372134046834,0.6745722730571672,0.2589330367754969,0.502742911670537,0.9756248011312472,0.06608667809739245,0.8433594738020995,0.6719611747689146,0.011795087703867337,0.9464854830154599,0.9901476714000912,0.2611409155995907,0.9599519031864665,0.4115683437604288,0.19346148673378746,0.4103731214744008,0.6508506144648524,0.07938634368278734,0.8931826115847324,0.6464021513330511,0.3203865303260265,0.49775009980606527,0.8999120081874684,0.03066573847279733,0.1370588854972345,0.812122958859093,0.285113843478779,0.5322776572057645,0.45575242712453223,0.45634203206261814,0.262737971754879,0.5261766678815558
0.9670364173616197,0.16192290894901135,0.3307149585010932,0.03216543121101835,0.8875014627678677,0.006676029475445773,0.07886690176753858,0.5066315059663233,0.0181748645422906,0.5407910643064436,0.09323731168866281,0.020923641588498507,0.9333451953730455,0.39814217433731125,0.6295212726968521,0.04636842672202293,0.8257905339991137,0.0971671010894504,0.2607753832294234,0.2965624678656962,0.6634424278726148,0.45233863045355693,0.5282614760107132,0.912395085100428,0.18451133123154514,0.3210958830135179,0.8140062095701811,0.05897593853503641,0.5497674724077224,0.3393988303402816,0.09958940914564585,0.26883158059708273,0.8883708984854131,0.3508544107734139,0.30573049563831994,0.970780121889552,0.29604801666527175,0.414367525765543,0.18498199654104155,0.354934515246179,0.7386349039110872,0.977998739394905,0.028470239355196193,0.04954602572037717,0.5949367663032625,0.9076621329679376,0.579202393438175,0.12480035120165779,0.7422714305926437,0.6213605547791224,0.005363772484875892,0.24508567828294406,0.5594090062287538,0.3851758260491065,0.8639601266992609,0.5286519711200549,0.20146805154389424,0.029693323098114316,0.018811449982810445,0.8421722489892791,0.5656377766662568,0.9862214090839687,0.04277919822053797,0.059291108968303946,0.05858535219273557,0.7553685342680365,0.008346548613981791,0.46228804889836356,0.8446464007645089,0.9296356238679432,0.027015518228500898,0.12107473060265932,0.784717513799189,0.02376986979652551,0.815571349953357,0.5028812109609623,0.02023393965986256,0.8240909389689781,0.8610493648762355,0.0990339760605034,0.45463522146276064,0.4631750488131113,0.002943575531179278,0.2747722100579942,0.4506587125628776,0.3303862644517526,0.9522055201691692,0.6991327585710113,0.018602793166543185,0.5340386237786403,0.7420312118428171,0.012509527343977103,0.07461080682739414,0.2736670131693548,0.3021979061828231,0.5707477991317971,0.2162456574817239,0.03778810488213785,0.14759242355913582,0.004789557187468013
0.6636491080505447,0.09095323655565139,0.014516747682431164,0.20103252045547718,0.07560563035806334,0.006180398912659736,0.7124722162221621,0.23389738804384663,0.11677821790897949,0.39982009249870715,0.7200285522823741,0.7581917300538301,0.23923779001951162,0.6704876463478896,0.12455761303526981,0.6736431960867889,0.8083686239799412,0.17851114072866783,0.6498961652227718,0.14788667619162624,0.4016279292055217,0.005533407114525149,0.5528782920410616,0.3359804647090669,0.1484324444435914,0.17621179993497027,0.22288044168468918,0.058321560826076604,0.034703343062367734,0.20024730405414903,0.0063633393984531515,0.4231684773379498,0.35081433496570213,0.04364449510825044,0.577683787749101,0.41264077514243575,0.037230549421972375,0.0025036030983085367,0.24862065131938674,0.8949428122353856,0.2915250910442867,0.7945099992894287,0.06897950754625223,0.5597773935031825,0.7175373870212393,0.4109223656171136,0.1575085286819014,0.13779232377903688,0.047746249196386634,0.3030768144842946,0.43974083539061337,0.512611006386186,0.6586413037944968,0.010053580824124794,0.05063598572151133,0.009917204991644588,0.2807616809990628,0.24703449792196736,0.11901555538283531,0.2954725843077987,0.6086267352328069,0.18779549355346326,0.09181199604526256,0.1150027721125677,0.029364830008698356,0.08916016281900488,0.6211274432462497,0.6008835034459474,0.27041033607500287,0.5407705487797485,0.5321704893497362,0.01078137314265407,0.32037221924892356,0.6525325818954397,0.369165764664675,0.23775469817433148,0.3349319030410993,0.45254033212162853,0.3433602642176752,0.5725803245094325,0.7350736506409894,0.325633618299601,0.3971043737226165,0.6197097874154424,0.7715886426832644,0.07316821087210873,0.42553516869336755,0.2300277949441485,0.027746428995897594,0.46432208735810254,0.2694638387058821,0.026321875850729395,0.20421801521663097,0.18803613049220788,0.38482058761869703,0.7020423122304377,0.5519428206839606,0.12052998340940989,0.05617111102065929,0.44478194169388074
0.9899646447687664,0.13753669671436108,0.03201595929462947,0.30107671940088465,0.06962474630563442,0.3588455095841703,0.8126689835915428,0.7960649462628996,0.030018472838536252,0.7758119425872704,0.7648334373337049,0.036418097926452876,0.07412860640052166,0.6940436703536832,0.009366903873604893,0.5815678313569558,0.2614120266733832,0.06255185867999719,0.07237041381196173,0.9948966369096334,0.9208893222793921,0.1456421086205132,0.14998213497440344,0.8560909168584241,0.3848977440199656,0.9545393699599063,0.9245098192450721,0.03544788526002911,0.08191015913222505,0.6312622811918771,0.5474679717324701,0.7554619317028036,0.8549117550926324,0.21932920449636167,0.21278353701596392,0.4777457036658319,0.13549631623658356,0.2516025748484032,0.5692173903808935,0.7918014994041992,0.8178931986328714,0.11838602618705688,0.4514819667081253,0.4328704504941157,0.13234307769257683,0.9592160589568237,0.045263991589999705,0.35299293163724305,0.10581058747357966,0.9333811028851772,0.13408683999912488,0.004894056810674015,0.08208239981613029,0.5781855180906165,0.6644696144259465,0.01611056980221784,0.2613081897366785,0.8107900002341724,0.4462803538872129,0.9320736135707272,0.8517893649135331,0.07700762379119562,0.13239125773501106,0.7899862238669302,0.05404042542022085,0.34180083343634826,0.7731554850601434,0.4310835786643297,0.45108844129625103,0.9106028123727902,0.4719601968209139,0.15233402277848776,0.8737361888533999,0.19800707700132136,0.9531819999213048,0.5417133884122465,0.32805664346572216,0.5550996792184977,0.7363422920460381,0.07125790009557346,0.9560189930743046,0.6649978360695882,0.74004582471611,0.7280867651629476,0.5689025802632162,0.05879865449830152,0.9284152874061061,0.9763751189355903,0.0453235431930334,0.3559999615561707,0.9596889911607128,0.028524116359353865,0.5753769444005722,0.14178668859859983,0.05740887647167687,0.4935910226419974,0.7001322679397591,0.20960134324179674,0.09681890053038325,0.4050268658950443
0.5600179109453526,0.1961651700010597,0.955517607865735,0.012762230137993966,0.9327091335763324,0.9143730073974234,0.05064271728298513,0.8335474683998001,0.17558031127281584,0.8683501588922865,0.47658827429725875,0.0025969679966904857,0.9025694247212672,0.9660904075134895,0.9351807345106277,0.255029403549601,0.9354734275504126,0.5710188391903493,0.011593175964579277,0.06615594377352779,0.16631067175437156,0.1715857956800197,0.013463445869250495,0.11016538848704625,0.5396320635553483,0.011650986463087633,0.0886051389080433,0.8773908190016788,0.8013366122407484,0.502343480902707,0.89045048233705,0.6765300766787533,0.36015378330830744,0.469720776147408,0.3365908550444937,0.13854829880581995,0.896705872954241,0.23561312468649132,0.6537887570046849,0.03595337490478788,0.4488162009362969,0.9823863992109927,0.9188290499936156,0.5505917686391871,0.9531743251602116,0.3560070903830744,0.9405255659884194,0.3099207401132344,0.8699416704338366,0.8939417244224529,0.9430997045853564,0.9318710436102746,0.9737655366258272,0.04053677224027205,0.895334897237473,0.18228485765103145,0.13902311560140945,0.3449739820808507,0.23864805800221037,0.10453090126504931,0.008709588602521065,0.036974281857736116,0.26272967367075833,0.38914604382752427,0.4094625051247749,0.8171394710854558,0.636970394912789,0.9473295226605803,0.05464091926089924,0.23280618159327088,0.8488291906136881,0.04319063572546937,0.3626410925148776,0.9161797192209858,0.1933351280567835,0.03520021074210304,0.26446841085497697,0.5394924500746994,0.18285881884592142,0.8618053718676901,0.07024089411499991,0.8000238320680072,0.41758085883657176,0.2836652839675731,0.9989127814686066,0.7537790240125937,0.45005143500598027,0.20328262650521128,0.025447167717207685,0.8094481044072028,0.2676306040750578,0.18474431681409578,0.5875569548665459,0.039019146426122246,0.9097132093158606,0.05687232581542745,0.5239323667778337,0.023550831405477743,0.7488817115618516,0.02317382188953232
0.6587219464491653,0.08095994428019414,0.008873624904495309,0.22055395319663473,0.7031745343970943,0.1949389539755133,0.025724717871128795,0.6698075584249091,0.018092956413339537,0.04389843214362418,0.5074512950432454,0.028721666928055875,0.9638354606405864,0.12981991484222188,0.8909137871639059,0.6567108318324655,0.36636362490505914,0.006008395824808397,0.006972002585023817,0.0031568617147110234,0.11281274270040004,0.15290398834488475,0.03228604018687176,0.11540568784454379,0.3944767096774679,0.02450441398215645,0.11287533528739811,0.22607253327141258,0.7640190531403921,0.007528227296528078,0.30828988765166626,0.04595184713560198,0.309931188370043,0.6247799691691215,0.2192886012650314,0.12903593181669634,0.5610053326242135,0.284794906043529,0.04367081695513009,0.30391182903103714,0.23372600692781975,0.4057667265110707,0.25588028110439487,0.01706707579726606,0.9759566926044495,0.3252784498922132,0.5507651660819085,0.0167761753905592,0.8918496463287789,0.021233951880899035,0.5147038279617446,0.17128511578952696,0.4836878034507853,0.14610313486892887,0.9600528597087562,0.20236624446200951,0.025315517976247696,0.04864222628790623,0.35192337818732433,0.14377334721213536,0.9662474027149057,0.9880736530162544,0.2612537620018385,0.6598412818185473,0.022945789572042005,0.1919267382230257,0.019066917491712757,0.995740568080009,0.6588970112962224,0.31046287148699103,0.02473656945120169,0.7130799724318416,0.13534556788007135,0.9102370265032421,0.05222079607454569,0.11396852635766863,0.06594852721910642,0.49308831027726024,0.271088944026377,0.888145490117423,0.09190353790441728,0.5285231133650005,0.21255510957743273,0.2216885310765378,0.9285109861124373,0.5166554585074652,0.07640930221196324,0.29574478872755816,0.01785853536110456,0.5493404687928215,0.15985859494199264,0.5274171206424664,0.6094473437747003,0.09571245015841276,0.20753012853349748,0.663102956078759,0.06814065150501597,0.15514436586119623,0.10624159135197803,0.0027623343380731163
0.015711870881781675,0.14687681561869254,0.6736744805414739,0.5445679837830575,0.5966587857728325,0.30611692367804516,0.5706627373506561,0.5807383162298534,0.5723609082402886,0.039777203735649275,0.5288826946504134,0.8889502114702106,0.63384423914965,0.543481256631451,0.49420150531809887,0.6601831480850179,0.3823882752517626,0.6574146207679575,0.5628763978589734,0.1826247327561592,0.6496190609059894,0.16038182137099416,0.5797826914192913,0.5953526300122525,0.28303573175354335,0.20046843333450226,0.8177063072064564,0.4826854823515239,0.6583004892953364,0.5779405910939817,0.43519707116564155,0.4499615026794408,0.8150244674816098,0.3718064972960586,0.43836942315905664,0.7014711346077993,0.28313930657116243,0.5777320035970207,0.5178135851166789,0.7152199864697016,0.5950336270458882,0.49073213156595613,0.4902993918236342,0.5220651742618203,0.6638355351371844,0.6935862528582177,0.4973878745409621,0.4080936167354314,0.43914007407759215,0.39167442406633096,0.35843100917575227,0.12287895586959825,0.5202342146385138,0.27611818804091975,0.5804006340937695,0.48475013572819636,0.5200156225511158,0.052449366666614344,0.27683153853126785,0.5782475002857674,0.6648468279997433,0.7826844373378876,0.5522322067956198,0.6266272615571109,0.5607804135227804,0.420765194073534,0.6633222299504988,0.8877333742931233,0.23460936642755215,0.4891333575322857,0.6051744560729492,0.5567888471827073,0.7132586712274376,0.549083413935615,0.8067590526016372,0.45939226022511936,0.04693215089805491,0.7532951963051405,0.6365405187081257,0.4126044499567595,0.5574087692418371,0.44401121512302827,0.45837395060759106,0.36800228063570856,0.7803648904703533,0.52476101346282,0.7938684061762884,0.5821317960834157,0.4896883121748488,0.05236630230431262,0.7071521222855812,0.3162133488815012,0.5540191879380366,0.48108354820834365,0.48608861100053286,0.6269390914209231,0.09843137318626514,0.46715597170378126,0.3336864686269706,0.03829090886007432
0.6286526160113032,0.770082124387267,0.46033138682887553,0.00559148764105909,0.8371403812807781,0.00815141319277847,0.3258400414043009,0.7936349138440807,0.007927241948949865,0.038293942535203296,0.09972034556559192,0.14020398041004403,0.7562140049600513,0.47580467242738167,0.5673557734424766,0.06252425466658602,0.25927467721226855,0.018535217093534215,0.006535374691869588,0.4704067136315676,0.8743802949539446,0.2943418067446061,0.05185484095667502,0.6476969640279548,0.02846896188295593,0.22591366287113346,0.4526027677403456,0.19968582935983495,0.30135906456657846,0.002863187533459377,0.31369380283198084,0.034455404522093766,0.9167953807622508,0.02299646750089238,0.07781481745322412,0.9495173904972797,0.7091556995059027,0.09295939332725307,0.7837520771147608,0.018456694220539967,0.9940826472839569,0.44932313782696637,0.17447480948358599,0.017015794584589496,0.9137538142322785,0.9806099828155732,0.31823890679493916,0.05735923360925821,0.472062374456523,0.8903497112500892,0.1660175368523642,0.6610296718102883,0.9359518276229125,0.5028739591160254,0.3838290789183011,0.06617707685711308,0.18973964294439566,0.2682965208551811,0.011419297602133602,0.8709387823764858,0.3878059951306022,0.8633124513927304,0.046957776684712,0.6080551076734773,0.04881422736893551,0.8450448768939942,0.7035091026086571,0.358162663018573,0.7975888114575127,0.9572250166655659,0.017788514337128043,0.28713630053943806,0.904515586848845,0.07255407999448842,0.9349407455858006,0.43201393426720924,0.016582239062030484,0.48984132496989946,0.590776097366395,0.4908885038188235,0.8549239004374726,0.7969532301283242,0.2236081244160696,0.13721177244203175,0.4135164930146581,0.05007210653755999,0.5814037993951732,0.9327872796570875,0.012390321346569547,0.821349465373699,0.8975194918330057,0.5641452237773837,0.08777793414686667,0.45293983504043445,0.12368057081844783,0.8190965561828523,0.49570346680670774,0.01942805995755887,0.5739443770755409,0.004591274905124523
0.6257648175818733,0.07343540207469097,0.08912000522180404,0.008765486342490986,0.6920580996838172,0.6495033231331332,0.008553407540920453,0.6163314301551935,0.012967416343135009,0.7666500804318362,0.04657110783193066,0.010376726145272165,0.9158041652916499,0.03093238753415367,0.5400131845612275,0.2988297155009144,0.9554719303187926,0.020357776114788506,0.005836802109269209,0.024244580795239924,0.8820841724464366,0.7001386588405368,0.5477091400441177,0.7061064119260994,0.4766124897539402,0.004914103524733732,0.9296170818013331,0.010737598375916183,0.020515875858086167,0.023181602883651453,0.11891482940288416,0.1596535788347304,0.8301625812754462,0.05331420917701739,0.09816203005674619,0.9301377900116048,0.4718962713197248,0.1794086018967675,0.4260754041395368,0.011988463756176956,0.9796455067607232,0.9677106657971637,0.18201749686338645,0.13617441995845042,0.6852036960744499,0.9522308929560781,0.21108714803997672,0.04993994362489017,0.6746089638991738,0.7351282911541229,0.012818919781956956,0.2726572682964349,0.8792095578189714,0.611578724119657,0.8507178407246093,0.5001292699861083,0.7372027942787047,0.5857009545305571,0.1564218037814362,0.7404924435142792,0.025024540784445944,0.8454459077147805,0.203840071562591,0.08205167718587408,0.050193735468613956,0.8303697930855154,0.7646369223557804,0.5261437057134858,0.7376134939349244,0.952783477702641,0.020881249058627444,0.36201063910811,0.9129566268613778,0.05528061079676938,0.9466799969248963,0.38526478838761974,0.03175047322428642,0.9705867471829817,0.7279937467907592,0.5931796683267501,0.46506908898777627,0.08371982224192505,0.22159203759191548,0.5469817634123896,0.962754091449297,0.10057671197935723,0.6851859597505293,0.9664112507618803,0.00654012866457929,0.2528480827934303,0.9117168898529858,0.03261544348786198,0.03884995874865771,0.15969624757436737,0.6708446187498095,0.0059489377152765095,0.6821578803254258,0.03273707721737518,0.3897179592768053,0.005663300981404211
0.059099624441459456,0.030993026066066673,0.0004326114418793936,0.01140583065806983,0.021645318105314205,0.00626188332302674,0.6028529945452565,0.44706153199400755,0.0021096773678357106,0.7524882885918851,0.06642277735599972,0.05030128730668943,0.12316452631568896,0.4495517171876108,0.029343106962356917,0.2040101584561479,0.8998177783596092,0.010147219475382831,0.006197381835568625,0.5293231525674496,0.5200189252748764,0.006117184019002903,0.5951201090225391,0.6706561725216708,0.019683484651690106,0.5191660229486457,0.3570154966026591,0.010166510466346647,0.03391911603380514,0.1117377777017109,0.5570845546855245,0.32163028362530266,0.48291665267834893,0.07700209366202405,0.0654528891859862,0.8856494086811911,0.5166724627972072,0.006962475274780526,0.3686546007462853,0.1974784650837568,0.7246637910544383,0.9712485914385929,0.2853167582779783,0.007205793170087897,0.6347455112204062,0.7621542294308341,0.43326763137612395,0.08748050242494644,0.02507114933490988,0.21013998410978918,0.06284476730118799,0.3956561922107535,0.17767739243427053,0.04516593315236418,0.8048192918020786,0.28876215792723003,0.07185374410883173,0.2611103187895389,0.03529614066524691,0.3406960791418342,0.8678884975201864,0.725040987416381,0.010852422833244505,0.5492375287594992,0.05807404152783026,0.16578505371750507,0.2918846715116745,0.6079939225598496,0.6096178532077806,0.7371652547486234,0.005201861853349372,0.020030771948466624,0.7643695642948578,0.015576035504215685,0.5176423868381357,0.16399697247148837,0.1302809275350108,0.536846560705163,0.647987316533716,0.011542218537673385,0.3594411369719137,0.2366348960161313,0.17286434379116813,0.7896355281460389,0.05000810849653304,0.013399572277775156,0.8652289506621692,0.6215515765742025,0.6888200667109818,0.5092330243677023,0.6926924472603375,0.02772729988387383,0.03784348621044291,0.021438607843678015,0.4731745303598505,0.5038885226301645,0.043680690906750905,0.03952809666269115,0.05678829276025388,0.00457398331649889
