hsa-mir-10b,hsa-mir-10a,hsa-mir-338,hsa-mir-9-2,hsa-mir-1269a,hsa-mir-203b,hsa-mir-23c,hsa-mir-483,hsa-mir-5690,hsa-mir-1228,hsa-mir-2116,hsa-mir-5091,hsa-mir-548d-2,hsa-mir-6767,hsa-mir-7114,hsa-mir-5691,hsa-mir-5692a-2,hsa-mir-7110,hsa-mir-5689,hsa-mir-555,hsa-mir-518e,hsa-mir-519a-1,hsa-mir-519a-2,hsa-mir-922,hsa-mir-943,hsa-mir-516a-1,hsa-mir-516a-2,hsa-mir-518a-1,hsa-mir-527,hsa-mir-7703,hsa-mir-548ag-1,hsa-mir-548al,hsa-mir-548ar,hsa-mir-520b,hsa-mir-7846,hsa-mir-7845,hsa-mir-520d,hsa-mir-522,hsa-mir-6894,hsa-mir-6731,hsa-mir-6808,hsa-mir-6729,hsa-mir-6740,hsa-mir-6803,hsa-mir-6809,hsa-mir-6824,hsa-mir-6715a,hsa-mir-6739,hsa-mir-6780b,hsa-mir-6774,hsa-mir-6773,hsa-mir-6768,hsa-mir-6799,hsa-mir-6746,hsa-mir-6749,hsa-mir-6794,hsa-mir-6788,hsa-mir-6751,hsa-mir-657,hsa-mir-6871,hsa-mir-6084,hsa-mir-6087,hsa-mir-6132,hsa-mir-621,hsa-mir-6884,hsa-mir-6880,hsa-mir-6879,hsa-mir-6866,hsa-mir-6846,hsa-mir-6840,hsa-mir-6512,hsa-mir-6862-1,hsa-mir-6499,hsa-mir-6500,hsa-mir-3202-2,hsa-mir-3198-1,hsa-mir-3180-4,hsa-mir-3163,hsa-mir-3174,hsa-mir-3178,hsa-mir-3182,hsa-mir-3914-2,hsa-mir-3915,hsa-mir-3920,hsa-mir-3927,hsa-mir-4258,hsa-mir-4284,hsa-mir-3678,hsa-mir-3681,hsa-mir-371a,hsa-mir-371b,hsa-mir-372,hsa-mir-378b,hsa-mir-378f,hsa-mir-378g,hsa-mir-1265,hsa-mir-1283-1,hsa-mir-1283-2,hsa-mir-1295b,hsa-mir-1305
0.14775393192999636,0.07704091787948157,0.10564389048089759,0.04709019942658441,0.00032927181286183455,0.07858958432422451,0.030155808668760137,0.0,0.1439161697169916,0.13177274616813306,0.2656118560493746,0.11631527236685112,0.0,0.0,0.44943770115284276,0.0,0.0,0.0,0.0,0.0,0.0,0.00023452430324950044,0.001503193623381593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006337217839164458,0.0,0.2911246136217008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009367508626292866,0.0,0.0,0.39635216518497274,0.30310557138077054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4063718645987174,0.0,0.6430483807072724,0.0,0.0,0.0,0.0,0.6382940541153945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16663474482969584,0.0,0.0,0.0,0.0013646343341619886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07751795718819328,0.056955731030645315,0.0340613699654906,0.0051857676306016065,0.0,0.008232492072808016,0.0,0.00011568834205605222,0.0,0.3588930967281825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2689783921908419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2751769109304637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3896782879885664,0.0,0.0,0.0,0.0,0.281982396165888,0.0,0.0,0.0,0.45384240166122153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21778744305753425,0.18003724255222628,0.453868992011304,0.044066116612415586,0.19045298988612192,0.019159883240868484,0.04778717677425211,0.004846448563296186,0.0,0.0,0.2104547601005941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037164496102047237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328135741810433,0.0,0.0,0.0,0.5281240569853017,0.0,0.0,0.0,0.0005406268298650586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.052373343659155594,0.05414921963325578,0.0799316973184673,0.02570130847299675,0.1462336072340951,0.005233555130492448,0.0,0.0,0.062295235114418424,0.22815551171557258,0.1149721609066649,0.402783902724991,0.24461950413686587,0.0,0.0,0.0,0.5151251986596929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25203059249487236,0.0,0.0,0.0,0.0,0.08746752107474956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11906339186660304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17926168687571753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002953463007631453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0927438465320441
0.1032865685929055,0.03663111439358914,0.07682653441119291,0.005350145224934257,0.0006834366858656442,0.0,0.06259140664683577,0.00017632929729021106,0.0,0.0,0.27565259886447246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499291962429196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34586713258769436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0897406324177823,0.15006749192092725,0.10319314753689074,0.017854947632926062,0.0,0.014876433885003057,0.0,0.00020905334091326423,0.17707484175162713,0.0,0.32680954106678084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005771174721485398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486273215643354,0.0,0.0,0.29136806342570265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7458822762744172,0.0,0.0,0.0,0.0,0.0,0.0
0.15084091867583432,0.10850595311704635,0.04711450361844573,0.04865814333472283,0.008575729330619297,0.07872433177847618,0.0,0.0,0.15617647653854072,0.0,0.0,0.0,0.3066351076332827,0.0,0.0,0.31984869616823286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284904085514061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17316767907885994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0705293282341254,0.023024880208403962,0.04445856137943213,0.004094188927406837,0.002089760486735251,0.009591889178054775,0.02392338710984557,0.0,0.11417267548343257,0.1045387458096404,0.10535861364609757,0.0,0.2241653250962075,0.0,0.0,0.0,0.0,0.0,0.15669683653311403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09393279989034148,0.6440867993373738,0.0,0.000371575176222786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5159102315910231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336218724318414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05608769372028659,0.05374301050827526,0.06931556021935883,0.010444392535969632,0.0,0.013162659223388258,0.0,9.248513142407389e-05,0.07833785358202437,0.14345535704070309,0.1445804368596185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006899058221053469,0.0,0.316934924746507,0.0,0.0,0.0,0.0,0.10999264785743527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5989013988399864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18140812504908843,0.6942797928554102,0.0,0.0,0.00037140553724021065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23325552450092352
0.13762197129947198,0.09221437530768128,0.08977615339337161,0.014606267548666028,0.012934612392175391,0.0,0.03117357843260713,8.782060467274671e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30095017766179744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2240867211586721,0.43667194109407687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568695553281019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227886382935877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035267354175756114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
