PKNOX2,C19orf35,EIF5A2,ZNF471,ZIK1,PRPH,KRT7,SSPO,ZNRF3,TSC22D4,ZIK1.1,LRMP,ZNF677,ZNF814,SLC15A3,SLC6A2,ZNF671,SPRED3,WIF1,PROCA1.1,NLGN1,HEXDC,ZNF135,RASGEF1C,ASB2,MAP3K5,ZNF90,EN2,EN1,PROCA1,NKX1-2,C1orf70,C1orf87,TMEM145,ANKRD53,CCDC140,ACCN1,EPHA10,ZNF542,ZNF454.1,GIPC2,ZNF781,LYPD5,BCL2L14,HNF1B,DRD4,CYP1A1,HTR4,CD38,NOTCH4,CLIP3,BNIP3,HAND2;NBLA00301,TACC1.1,VWCE,PDGFRA,EMX1,ZNF132,PROM1.1,HSP90AA1,HCK,EPHX3,BCAN,STX16,FKBP4,PAX7,CYYR1,ZNF177,GLI2,KIAA0495,DBX1,C1orf70.1,INSC,BTN1A1,DLX1,SOX2OT,CPT1A,PAX6,JRK,LOC283663,ZNF582,CLIC6,ZNF382;ZNF529,SYNGR3,DAPK1,CACNA1E,ITGA5,C1orf87.1,ZIC1,IGFBP3,ESRRG,NXPH1,ZNF536,IL17RE,GRIK2,HIST1H4L,FAM43A,TNNC2,GATA6,CACNA1A.1
0.9942486221169377,0.9276643589303614,0.37433866252660764,0.6772179766130788,0.5796771868274373,0.6227979487996891,0.720129323789708,0.6734802143364242,0.018314905228719994,0.7205266562007024,0.6187496860885011,0.500707755760315,0.06307953088250626,0.5400861893732802,0.5725634285947068,0.5393906044794551,0.6673812475763427,0.6277107765866538,0.604880894838561,0.6020322134340194,0.6658858366209138,0.01476607248111355,0.7478558552559449,0.4140945549623001,0.5741115650022709,0.003981658292889642,0.485587711439841,0.7215245443094702,0.6375074780548889,0.48334238344137365,0.6073110042804913,0.7060761621129713,0.3150261587213696,0.6182578101923892,0.6832213195103446,0.3309391207212155,0.39096355510830083,0.047641451543654345,0.5786705472386156,0.38915264299870556,0.48816134406569045,0.4462475660110108,0.49837354062903405,0.7001088734800136,0.4292301646808549,0.5611119825100195,0.722899792488461,0.5840525519394191,0.4436166046920464,0.6386614688423655,0.8071543541691905,0.35307022035788094,0.03509253821972511,0.5125096439190087,0.5091803224625743,0.01643943223247587,0.6665995132858813,0.5856777224285259,0.3329775902638165,0.04480521286743546,0.6391849182144836,0.5033874238201099,0.3286445095056305,0.4627007272325905,0.7750068214246183,0.2777365795785234,0.28028685586042507,0.5049852078821829,0.1209008135921561,0.5128429642746032,0.30048272979118335,0.6762400197718784,0.5774407135511338,0.4927948821678637,0.32692358665644455,0.7115625177651292,0.06281013444011382,0.2157213283934759,0.44917509758588503,0.263869589177653,0.7374333670216996,0.5303096235354837,0.6049791724698461,0.22585074221050008,0.40926122148830446,0.20079601633245991,0.486106410120681,0.12176452650166553,0.4453171130987867,0.03169822996864973,0.5779514745999002,0.423128529532128,0.7990085343188731,0.5561470286752959,0.42157746618682007,0.018084580991187937,0.24275337329120117,0.5844155249447414,0.5610252851071559,0.24682772992303476
0.16177508674937904,0.9385495649528746,0.5388390259624632,0.5088963143962852,0.20036437946690075,0.6120942448319867,0.6435076475496867,0.5231146059852196,0.5343582366816798,0.6656881437294896,0.3543176480737287,0.4818908189700317,0.3546196353433579,0.4663995912600218,0.6568364025461686,0.5009542235948083,0.3780338072939698,0.5235512189664377,0.48101517559057183,0.48038876205135184,0.6633970117993987,0.9233612633974846,0.5662019876231457,0.6359026278330392,0.7982508798485408,0.5170712150245973,0.6015882945821015,0.4386889256055941,0.6620025387483996,0.4546679852735659,0.5111191668194582,0.6786489304733936,0.5915132134398263,0.5692281934592268,0.6867185081311598,0.578123086281658,0.5176713747451974,0.5056886714041193,0.5350038814404036,0.4937433898328434,0.3540798727673331,0.03491701808625275,0.49979528425970876,0.7315604509578313,0.602616390331365,0.6245360844583241,0.7026670843819893,0.683710480901121,0.5390890501331475,0.5910595293623132,0.8249681660083537,0.8316527159002459,0.1800925028644614,0.6799365242565306,0.5916332144166777,0.39264336914701753,0.6567484720864929,0.2795493716611721,0.5149268745154603,0.24186482008631213,0.5802948513736393,0.5337534008158425,0.6588642224847385,0.3935679817073747,0.6767548133657851,0.46631561979303926,0.42214556533891073,0.44268843740785296,0.6193791013776245,0.3944884811812806,0.6028534096579077,0.6258867457277495,0.23741379886163663,0.4056464061533337,0.5988008381197848,0.545285695692072,0.5646243525294539,0.564909796820572,0.006300796770525219,0.3721468957432623,0.2711138622798332,0.46150906247444745,0.028542590281415012,0.4838232491002725,0.152251034610423,0.805923471404806,0.47252693526048417,0.508241733753897,0.6912350960037645,0.5808583420640153,0.37076347105738666,0.48787415871867235,0.33709816955074035,0.5504238055533901,0.30890774539696403,0.30482735355824214,0.5791327805390293,0.5794157514887321,0.6908104702013064,0.3018406934163391
0.951906960057698,0.8655182144858186,0.8664318137143612,0.06566100354337545,0.7692012845852312,0.831157578454118,0.5118948128375196,0.7251551546367592,0.849220938806966,0.6093698769622903,0.8515349546119102,0.8862582612631931,0.6598680381972032,0.7540174344644458,0.8150813893240445,0.6681019467715219,0.2585857310929206,0.8097477598182147,0.1462211666625544,0.8437332226227566,0.7747011671636577,0.5137805899562402,0.9239210874237049,0.8042856661848584,0.9319358408315394,0.7308891203744998,0.741544674364602,0.9092398374420504,0.9021697646758733,0.6459215813134014,0.8500217367893691,0.09570643857741298,0.915262663724205,0.14090551454734868,0.3970582096034378,0.5681046437354851,0.8337280131273157,0.8824437030003006,0.6746966797438975,0.8126954081241126,0.7684941233976404,0.7055050049307419,0.31117555867571806,0.5805127164361465,0.9048536616601277,0.22136108502397478,0.4754621958742434,0.804959110942794,0.750608188867255,0.5597968734153,0.24052068576932778,0.7181770833513184,0.06328691021049304,0.6998122937577326,0.14790195743533546,0.4521594733769967,0.8283277330031577,0.7560401738682948,0.717920868021981,0.8590595630792066,0.8860228994537004,0.3034350936459331,0.882852827841649,0.01521303367033687,0.9079684016430648,0.7554676320767253,0.5448588850899011,0.796478082485129,0.8201393426355489,0.8433971814666346,0.8561808750542443,0.00519712951100024,0.10125885779569116,0.7910653134737987,0.9087982444166992,0.7786489476743125,0.21074868352493123,0.9342321286913777,0.46347262485030066,0.4156566329098539,0.864472144983011,0.9032956343706544,0.8217678109719321,0.5207536453940105,0.9242196761100563,0.4914439569186587,0.5979294272548142,0.683513784312835,0.9043416668554058,0.6221283187305789,0.922605626691853,0.7055342718418881,0.7784319838455588,0.8623773648751933,0.06251704314293781,0.22247660355860016,0.8912804792673884,0.380385172193606,0.9351295215427097,0.010186290167551536
0.94191094643733,0.6069985530901353,0.9026968144209377,0.6862377280190362,0.5963010878750414,0.0031986686910966487,0.9644780883622192,0.012165343322398901,0.8584624698743528,0.9099824794700833,0.5800265573286709,0.9999999999999999,0.7549955628926784,0.7133495252783699,0.9501194373833711,0.597648414607946,0.732718149790083,0.6509327058618377,0.709992914217486,0.796728298252979,0.9100632707697978,0.9244807407411508,0.8930551121820475,0.8984553092324491,0.01365611471011122,0.8881021060949205,0.7215791401470867,0.9036518454779195,0.7711035031490375,0.3893934205073317,0.91076051872863,0.936042475819499,0.7173763296243933,0.8118822029829322,0.9004938593064364,0.4511167341161753,0.9669169268376197,1.0000000000000002,0.7731366490054965,0.01534124939996188,0.9146497090130534,0.8413332438913983,0.23939105376373715,0.6102415389337541,0.7828747873802402,0.5333515164161647,0.552977230552681,0.7354230276210625,0.984716116865506,0.8889991549596387,0.9462143520222169,0.3584369808829692,0.7319230783560584,0.8950731828883396,0.4145617305939778,0.4516682360721893,0.3717695721357362,0.47350129426904736,0.86831089249169,0.0021523673035435467,0.9234077559174221,0.6677331756705078,0.9111892512725607,0.49801055635492786,0.036008052605741706,0.7151365923257798,1.0,0.8702277133294822,0.9835669011222087,0.9061379891372578,0.7482963333115105,0.8435239304212493,0.8302292792423791,0.6138513432219118,0.912573632598371,0.8705549658042743,0.7125540495119609,0.9320267268621112,0.9999999999999999,0.7532283622830286,0.9249155707196277,0.9474992665307029,0.9112464664683221,0.3268897022501829,0.8242228574802818,0.8332898473814656,0.9247731155289277,0.12810771344609267,0.8007355453024818,0.6614829534054298,0.7240868440607682,0.4942663714547353,0.9349220603616082,0.001042415705911591,0.11509221976592794,0.9727117999716051,0.8023234318094443,0.8071170826140548,0.7573883750716631,0.5018167571732699
0.9747357829409257,0.138551156265119,0.9818914694063224,0.771076697719068,0.6131939408237529,0.03358659393601314,0.7241347968386952,0.008563231109632828,0.1745895760637808,0.04160129470987654,0.6668511109108118,0.08136860634489929,0.38285650111602976,0.030901656146867247,0.7643045443545862,0.6050425343929593,0.5559085519662701,0.05324162240330381,0.49678487969885937,0.020155914906284912,0.6253768866520292,0.8987647987236015,0.7760779319140508,0.10722565939901203,0.11363365322351128,0.5182368368031645,0.13515761312002716,0.37676669104136384,0.028975423840295562,0.016030011706783552,0.5617381904908303,0.7489746795373202,0.7002302540561963,0.5697848066516352,0.774755134960102,0.5698162119738588,0.3371543841850269,0.687518109093066,0.5909348518024953,0.5209530263747997,0.5278037745911689,0.4869789917141296,0.27955794444211196,0.2835035810870956,0.07255918557640999,0.03247883895910544,0.24130705943268532,0.6441698369198726,0.30419902929241943,0.17787305560472352,0.6886423978614268,0.24471194019830889,0.06745110843773616,0.34077466079500246,0.08436805379592856,0.37927141061731556,0.318304549944911,0.03133374346104564,0.32151642862402574,0.04070949312680745,0.71782381063185,0.16487573418793736,0.3266535079707269,0.1478772288047765,0.11249986605365198,0.41506983326247027,0.5826301087118192,0.06623651548940321,0.5512326380096199,0.024014044217977572,0.6358618557858537,0.5108075780505628,0.1830245036174569,0.003434619567056197,0.5064318790972884,0.38348471542689244,0.4958581215789174,0.09803542302830458,0.8804004343306778,0.06677691259655232,0.7411253425989797,0.25379633869360246,0.5393639878060399,0.10518728081463516,0.09095289275648123,0.2626082217652262,0.21747966404837885,0.427827171016571,0.30018032532457245,0.639603316570013,0.11044895621984013,0.11548837437989024,0.22201410518853035,0.0209333684238085,0.2774398985503769,0.018211286083792192,0.1598428160327721,0.02514684709360141,0.4504508737911242,0.061012536398030365
0.2881979614795819,0.656481059755511,0.7379288244205118,0.023470134497116445,0.5887255470532948,0.7354736460038923,0.5289157885826532,0.7204926553311555,0.034310426637836386,0.16274164393784668,0.6235117731606368,0.7979813636701003,0.6083322102354162,0.7168220690395017,0.6716247430335578,0.8076752289202969,0.6417746850327747,0.7541802635833854,0.1377246459562385,0.6492243366380879,0.009802096918855766,0.87509826716291,0.3593240905855579,0.6888518574270427,0.44467259352704214,0.49341555609511556,0.7437071730062487,0.8263291982521357,0.7058377596487068,0.27256931494238695,0.7872716526901335,0.7845206205829908,0.858438400963256,0.7207311971133104,0.7858128056019017,0.7322247096873178,0.6855844559477104,0.013119427003222363,0.0020684300025987905,0.3809952804172319,0.7845403579450146,0.502836007079632,0.017233319906156872,0.8182715662663772,0.8382689541267951,0.7449815145634602,0.7700233346294766,0.041767752181351425,0.17279392889916823,0.7255975444779976,0.29801448547742115,0.45170141736807834,0.04647935397220889,0.6992512936257186,0.7070690632512064,0.03293593269939248,0.7982610689120835,0.573420217023053,0.40089096898618537,0.8155465330187186,0.88978640593222,0.7487206387591866,0.516822950298234,0.6997586233664713,0.7796664002893582,0.3543071178804239,0.6002126665977754,0.7596440813328333,0.7480039667315658,0.07684175799914092,0.05293056498128171,0.7505189592838183,0.04743809453798536,0.5307868270055003,0.668166543701297,0.567593529605502,0.5521590652424272,0.8159945156709052,0.5293880373319281,0.26230561482195425,0.004513579909219655,0.41978426843150235,0.503877506685834,0.1645829144735721,0.25957243340385255,0.4816662976507109,0.509648972729864,0.7410359483243183,0.6085936932921736,0.036825228995253596,0.42805155498582403,0.3238862924757884,0.20615810737681395,0.7751451200168387,0.3761848339722022,0.7333532948166568,0.5534367891559817,0.7608127273481153,0.4929858750371325,0.6643116907599111
0.9913935596132594,0.33160370291797353,0.9641962887784592,0.15132750150809487,0.014338786795782661,0.028090857746370497,0.02039966081138795,0.2251898763443805,0.02236446631358569,0.0012491143025195259,0.050592590517766885,0.0803143366020466,0.07162851951858137,0.03449928786024125,0.04843903540083743,0.2887355098636259,0.01908164478869109,0.026401751181816677,0.11517514583232101,0.2520771214956244,0.36129255452356096,0.4663963097342937,0.23231765073481336,0.27897238357767423,0.16719490794447187,0.11954525139970754,0.01209570748330497,0.22071969936870506,0.17897711675299008,0.18379473021483544,0.054050757481091505,0.09640036378368153,0.48683211697054407,0.030766821389058105,0.40065493832377186,0.20848857005896348,0.11910125619157994,0.22482302649214014,0.021466074487570583,0.12260107655001835,0.23332142248166515,0.003964421345115932,0.3987997113191294,0.3292040917785684,0.3270308603744436,0.03568220172264013,0.382550879383116,0.5102246234017966,0.40756132494058905,0.35655315367472373,0.2567728562444334,0.6411062799216093,0.1663352027414588,0.10771466831808504,0.028658697129873657,0.11413748047484461,0.10862336852441389,0.10614763626712191,0.3589364106140472,0.04336529065188457,0.44202950703996957,0.11319588561437971,0.379305615639478,0.02501350141103898,0.44529429129838444,0.18403811082382227,0.0405268515724288,0.06421712389002655,0.028860725464780825,0.19109399491790433,0.2732212041583683,0.007383724409198775,0.15425045302066495,0.29678771201560245,0.3868619415640209,0.14375883419099045,0.13974855147471935,0.24089790382618131,0.0,0.01853319236652283,0.015685113529919123,0.40230768478579815,0.022984696374236977,0.11951166431850925,0.24804676183291013,0.3712179977068496,0.16924009413217156,0.22415564745373795,0.4142264407428407,0.12196336402354774,0.2827803283518861,0.26960223604596334,0.25772039579715267,0.0236272831648927,0.1754072132253633,0.24575847475180876,0.07245428502819044,0.37502596950863903,0.3095988105968138,0.12470428998039038
0.9599146639211872,0.9268565453506268,0.34263439702983434,0.03952692325047423,0.5157691456115645,0.7019351160403332,0.8033062503262818,0.5039344925811292,0.021150952584296688,0.011163253849693917,0.5215381806439429,0.5738462098027766,0.477494748354296,0.5764075131117428,0.7439621863547465,0.42917348814226675,0.0024244559184731264,0.7694746792390038,0.07980425931310069,0.7451821621424651,0.26725447157897025,0.03204075289418909,0.5208303830648346,0.7093623208576645,0.47121834122222744,0.5675353181146263,0.16617115300274235,0.6571690643957144,0.9204405422473158,0.6262343026180854,0.7817198512225608,0.7368015469944611,0.6812628432880106,0.7551195032790631,0.7159012243635388,0.7791446212535458,0.026531337678057258,0.5470776515296003,0.2632258578417524,0.7282807047445012,0.3750787419266667,0.3563782044227132,0.7055065082403955,0.7632063288489154,0.6635864694594741,0.7751486425360583,0.8318705282962792,0.11264996875519462,0.16161779992342706,0.8109289927197388,0.7538939099417014,0.8243621871900774,0.028805572437556326,0.43847499913364685,0.6113523449986212,0.04475847731069611,0.6277905923346808,0.7061762874369102,0.002739348692295668,0.6639607359808599,0.97416161091395,0.7327368843710587,0.651648900213129,0.6603092806673345,0.8157492234424258,0.4181911321311751,0.2506557180710028,0.7341226412378661,0.8029597399122455,0.7191340209658548,0.3590512230281447,0.7584591610931889,0.10285734115197903,0.48481840466482373,0.7945853869599222,0.5936476808123563,0.48796598299409755,0.27009876917091497,0.4494552370220533,0.33706755051063864,0.0032755660822829085,0.7106616931680031,0.0,0.6320762042755352,0.5871138435075525,0.403357147560214,0.012388698031218889,0.5150646424979869,0.7713943686486397,0.47906640777392734,0.4320078331884791,0.46041435005784936,0.36051239191691065,0.04701729668554133,0.10461113749964086,0.13620120406534147,0.7798582142605898,0.6865740832777522,0.4482532121273131,0.6932267906353631
0.3179711936596731,0.9250640942938615,0.8649469850893978,0.1752606306201827,0.012389200774040952,0.07284780027135658,0.02467074876981505,0.016019368106973863,0.049472400630515764,0.02083883319882688,0.020280761921305505,0.09354150982911827,0.20373014030282463,0.04497942493604593,0.07551363981693768,0.011792607717375175,0.08089086804484828,0.20849973139895545,0.5971412241567727,0.4867522929655409,0.36827308717474094,0.9292004991453495,0.27249777270838366,0.2433269016752609,0.7429706894203449,0.11950541782544766,0.12934059222656308,0.370201380098568,0.36032250841226304,0.4697702768459226,0.40628539446935624,0.09658253628397645,0.25987640926689454,0.013195187206835646,0.3238843560446185,0.12454386194398404,0.253155110823631,0.15417738252230845,0.5003827399378554,0.2048798127712423,0.6152337818718817,0.07843229149613484,0.35782933109303494,0.28276176237167183,0.4066718336069501,0.08828272096002523,0.08731780600723124,0.27340190973540746,0.08053097855076928,0.3069212791303606,0.3133405629587938,0.41811517897110795,0.5569603686420711,0.02293133016903643,0.559266386768188,0.21120913338415342,0.44686200532446985,0.013802533531411611,0.07280646707112151,0.032023857430729726,0.05636507721116839,0.284926372718442,0.3697579896059183,0.25228236420710115,0.7590326543545893,0.4917010867505799,0.020413095919160577,0.07407285639220859,0.24865236614359335,0.0448094877921039,0.3185029622271325,0.016502610844527137,0.06804411210857028,0.40787390048752914,0.5384916276097811,0.23451659659210483,0.12873947736836797,0.3417545869776354,0.23242066621451438,0.033693669529601455,0.724651625507656,0.34799218541752114,0.47545158362429285,0.4892637092277823,0.3261164842919383,0.4238673837904877,0.04144167694151507,0.3152869748138694,0.4901368284299397,0.15734233377317638,0.2822149758828424,0.2627024714962156,0.3170904779757403,0.06176916959940233,0.061212662003469406,0.04212416995594444,0.13813479377761403,0.6210805828137924,0.31749270537374197,0.0151922796791705
0.9367215880976966,0.7587352712892099,0.729278788613586,0.7975774559244591,0.772902833010872,0.7762594483087197,0.8441223329959211,0.34140652405954686,0.011214201076332642,0.850661713264241,0.8039373497599492,0.8713525976204416,0.7861191514420498,0.7020406223535958,0.7069746790012493,0.7676478179612203,0.7350279186342363,0.8443379272685604,0.32139737222887704,0.8913853723112336,0.4359030357596344,0.03956140205329482,0.8503528498703631,0.7297368600159905,0.7553613313007564,0.21698379973747767,0.4940122269211695,0.7922057324859548,0.5936224928576508,0.8074304640784257,0.8364191577490195,0.7527723484917275,0.9379519354193915,0.7757049565025785,0.8260856893381943,0.10258412521303162,0.4762620801830468,0.8228832182079528,0.7096713780175977,0.7545516030253635,0.7398242488079179,0.6896264206680741,0.6776527254334757,0.8307444057981197,0.8522829841965589,0.828629427507894,0.8253161315465153,0.8605457071467056,0.7576143017803225,0.5285222063295051,0.8493495491557533,0.8543647272550117,0.859174705107196,0.004994422070133286,0.8408247542834516,0.28163455137429183,0.4126694490198768,0.799382933242556,0.5769656477915898,0.6060771164724821,0.4199107356824408,0.6519403745998064,0.4520220870556808,0.4232608256011684,0.8131106451423844,0.7799847360596869,0.35175224531220284,0.813688278652883,0.7785017597276453,0.7616561429505109,0.6464374644241276,0.728802624226945,0.7340032954146428,0.6949959166208821,0.860423441755,0.4710440168950605,0.4434434674162224,0.5843785601421663,0.2583118548164204,0.47534605717932915,0.7747922412152688,0.6734167906919613,0.7760093033711999,0.5961836903458597,0.7921885128196721,0.19200437853589447,0.005059811913312642,0.6776319645446278,0.7111760287197864,0.08006769025787677,0.6397356947702372,0.2653911405563373,0.7806376667824978,0.8253410636793941,0.20502001048181434,0.12228386393736204,0.8752442029504953,0.3779732781501981,0.8292104873112711,0.010283719099067758
