hsa-mir-183,hsa-let-7d,hsa-mir-16-2,hsa-mir-16-1,hsa-mir-501,hsa-mir-98,hsa-mir-769,hsa-mir-7-1,hsa-mir-362,hsa-mir-502,hsa-mir-3613,hsa-mir-3653,hsa-mir-1248,hsa-mir-4746,hsa-mir-760,hsa-mir-1226,hsa-mir-3917,hsa-mir-3610,hsa-mir-1291,hsa-mir-4461,hsa-mir-6755,hsa-mir-6802,hsa-mir-3157,hsa-mir-6875,hsa-mir-3187,hsa-mir-4687,hsa-mir-3620,hsa-mir-4784,hsa-mir-466,hsa-mir-489,hsa-mir-4649,hsa-mir-4788,hsa-mir-3174,hsa-mir-657,hsa-mir-1912,hsa-mir-6736,hsa-mir-6739,hsa-mir-6741,hsa-mir-6734,hsa-mir-6751,hsa-mir-135a-2,hsa-mir-6722,hsa-mir-206,hsa-mir-5692c-1,hsa-mir-5694,hsa-mir-578,hsa-mir-586,hsa-mir-3139,hsa-mir-3147,hsa-mir-5580,hsa-mir-5588,hsa-mir-3141,hsa-mir-563,hsa-mir-5681b,hsa-mir-3119-1,hsa-mir-302b,hsa-mir-631,hsa-mir-638,hsa-mir-644a,hsa-mir-650,hsa-mir-302c,hsa-mir-599,hsa-mir-600,hsa-mir-6076,hsa-mir-6080,hsa-mir-6084,hsa-mir-611,hsa-mir-6126,hsa-mir-6165,hsa-mir-302d,hsa-mir-2276,hsa-mir-1267,hsa-mir-7161,hsa-mir-1257,hsa-mir-7111,hsa-mir-922,hsa-mir-933,hsa-mir-1234,hsa-mir-122,hsa-mir-1204,hsa-mir-1182,hsa-mir-7856,hsa-mir-7977,hsa-mir-8066,hsa-mir-8085,hsa-mir-875,hsa-mir-890,hsa-mir-1244-1,hsa-mir-6788,hsa-mir-6794,hsa-mir-6878,hsa-mir-6812,hsa-mir-6756,hsa-mir-6759,hsa-mir-6771,hsa-mir-6772,hsa-mir-6773,hsa-mir-6775,hsa-mir-6778,hsa-mir-6779
0.2629721247752031,0.07979896488968738,0.13901245947482693,0.15060096611394097,0.010498689439960067,0.09856687810312872,0.16711928945625706,0.06846305856188316,0.037733397669396554,0.07048735299266695,0.12494981591233759,0.09741274441093618,0.026224959350056743,0.03961258800757927,0.0690070250164953,0.30205847138981823,0.08695623146673488,0.06998061427919074,0.10878289910698549,0.018188690237850497,0.17204841611608887,0.0,0.0,0.5854928418295776,0.0,0.0,1.0,0.0,0.0,0.0,0.3891514307382831,0.0,0.3504859152113604,0.0,0.0,0.0,0.0,0.6163461487431959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3282090605332396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891514307382831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20519835696470554,0.2850793426914951,0.2038411918537032,0.19211250492715198,0.11829194874944313,0.5699896810828468,0.23627112395990862,0.23663279043782487,0.09800405760693913,0.07733028128522171,0.28955719917582434,0.0830176605555916,0.032918458442962414,0.10358969706215188,0.2165498999585785,0.4739424796675721,0.04547934179513538,0.14640351845359334,0.3982649107258688,0.038051798691850984,0.1799676504929831,0.5643193040753032,0.2546038831865393,0.0,0.25170052053297826,0.30013596612952775,0.0,0.22913636350776112,0.28636341180042274,0.009162532022772493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45933158480468955,0.0,0.0,0.0,0.0026852129257098176,0.0,0.0,0.0,0.0,0.5643193040753032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7504089757435431,0.0,0.0,0.0,0.0,0.0,0.030928884056330132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8795610484830495,0.0,0.0,0.0,0.0,0.5643193040753032,0.0,0.0,0.0
0.3885312948077558,0.7072893448777955,0.2593831459351589,0.2892174284435076,0.1834267912642871,0.3258905999284477,0.24703857517207423,0.4576834773724532,0.6728842712348895,0.26209287735462716,0.4236309442699111,0.3428830520373318,0.04630421466792048,0.23314042377229957,0.0,0.11111061742437707,0.06397278330060197,0.0,0.16006078736956544,0.05352492337633794,0.2531485956407916,0.0,0.0,0.0,0.17702524070420095,0.0,0.7356891050134146,0.32231097351848403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9068793860774162,0.6461113722840985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26648929549994516,0.5970408140029471,0.8308307237006723,0.8104790119683263,0.0900776118411396,0.21671815305737455,0.3052978810468303,0.21532782845433224,0.17333327573994325,0.009540344912886356,0.8100697874926025,0.5975490869291022,0.4363660318768898,0.5960193135246091,0.1221522723788626,0.40101482245050296,0.30784982147230366,0.0,0.5776836605804884,0.03219658152230374,0.0,0.0,0.43085364085851363,0.0,0.21297012512267438,0.0,0.0,0.38775605154148834,0.0,0.007752648215420355,0.0,0.0,0.6204099729623764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549694418078186,0.0,0.0,0.0
0.20409217231204693,0.2852170650698822,0.18454057679223543,0.20371210337343165,0.1692529275580956,0.2918427762762449,0.27449062273700264,0.1264822435413691,0.13962849257671794,0.14784122159047472,0.46076146089535697,0.15370643955829638,0.06826539444913801,0.09914839136438015,0.5603845345852297,0.27721383099268027,0.21764724050309092,0.04670881116813555,0.10891130223880423,0.006070066211405611,0.05741728864120466,0.4501038994018429,0.08122922746698663,0.5861839349624646,0.16060604072409126,0.04787803072290993,0.16686327397084327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18004171460336288,0.0,0.14654619379931916,0.24059468938653256,0.07062529952677048,0.0,0.0,0.0,0.0,0.10953239087409058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40561711717211535,0.6493521216744648,0.0,0.0,0.0,0.0,0.21403425129705594,0.0,0.0,0.0,0.0,0.0,0.5412896355479002
0.18915288677278017,0.23801502138650305,0.03951279143882262,0.03726211696411484,0.14122891594881043,0.2587226086604604,0.4809046152266574,0.37171200624553774,0.06000569716733979,0.12423477839008648,0.1974136136855535,0.028183536081446792,0.09372812855189043,0.1112379476291856,0.19965403744677232,0.19277822763476277,0.044397412479312164,0.3215714776522901,0.24993673511347167,0.009286641667506295,0.26352947392669734,0.27544722421367046,0.12427349621269677,0.2989362207162414,0.42999722363994614,0.07324897284218623,0.1276429869672319,0.1118426657369943,0.0,0.0022361400666392707,0.0,0.001685375456787948,0.0,0.0,0.0,0.0,0.0,0.3146892795290147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24613784887349024,0.0,0.9345583020305236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05978544530595286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36627857296549365,0.8752094070183639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6593517993424588,0.153436640443658,0.0,0.0,0.0,0.4922756977469805,0.0,0.0,0.0,0.0,0.3274526713784366,0.0,0.0,0.0,0.0,0.41406250909239034
0.05487392076871127,0.19298490778876987,0.1134680933782807,0.11697385122486763,0.19961722237122909,0.16000775049704677,0.071239080040187,0.05084239726103916,0.1796846887299048,0.18306039809931302,0.45958760882660943,0.13696963739866952,0.028377262454682636,0.0494580275677424,0.06701197341260415,0.12571101726728354,0.018094737449635537,0.08737383288229203,0.13582014944095072,0.007569780911924683,0.21480991146229797,0.44904903401427965,0.1012987035668939,0.0,0.05007168810288279,0.0,0.0,0.09116583869031883,0.0,0.003645477059032044,0.48587244375393024,0.005495181321812301,0.14586560256478934,0.0,0.0,0.19933464159658523,0.22452412990057558,0.0,0.0,0.0,0.13211218534124336,1.0,0.0,0.0,0.0,0.13659425989756477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005184324433354419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619572950954254,0.0,0.0,0.0,0.0,0.0,0.0,0.3018085429666849,0.0,0.0,0.0,0.0
0.1228067576777098,0.11549697730901035,0.08214855061364966,0.08686907522966798,0.25288447675938874,0.08876424724887719,0.3053449551372381,0.18492980207275567,0.3418258602210614,0.20179500634072,0.4552574635946459,0.16036193209557617,0.02807289172120863,0.194351074594852,0.06155798949555171,0.7409941063918513,0.0,0.12485306049443583,0.04852006999492788,0.0,0.306953168767788,0.0,0.5428160001117766,0.0,0.10732513593459392,0.0,0.0,0.0,0.0,0.003906904891443339,0.6942886629949281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39171809954009745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5721137341129627,0.0,0.48125165488056215,0.0,0.7834361990801949,0.0
0.16240363770710114,0.13931241305127,0.09265713581180068,0.08655233031604508,0.03483358657750845,0.1399413353335242,0.123159920346196,0.13340327099927884,0.08041350355457878,0.0418990560215268,0.2611979283681197,0.09525687697869058,0.019971611183545863,0.08227351602055509,0.023887406426973064,0.1829804725463456,0.06020137986544519,0.07267330425659332,0.018828114181841004,0.006296191499902638,0.17866843582405445,0.1867483358288803,0.04212770119338912,0.20267345912488705,0.041647300058911325,0.0,0.08653986213092181,0.07582750218559979,0.0,0.0030321266610494313,0.2694165241643369,0.0011426570557042128,0.0,0.0,0.0,0.1657972787666125,0.0,0.0,0.30401018868733054,0.0,0.07325627586407968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23526155859849907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2510303012642525,0.0,0.40022532388234044,0.0,0.0
0.2936425539816176,0.1401540902510153,0.10948491818227926,0.12029480936740321,0.07435341858441288,0.0827477159207042,0.25013552851920523,0.1327994093415335,0.0,0.0763572275970609,0.2406865247813861,0.05810998088950706,0.008178116515784355,0.21617717880091938,0.1075974438304357,0.5887211052379246,0.4745449298602196,0.5455777347519601,0.08480843423581873,0.028360256242263897,0.0,0.0,0.5692740288977262,0.45645714151276723,0.3751882848655917,0.44738683146211766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
